Flat profile:

Each sample counts as 0.001 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 21.94      9.24     9.24  1695137     0.00     0.00  __mulsf3
 20.40     17.83     8.59  3666095     0.00     0.00  __pack_f
 11.45     22.66     4.82  7371127     0.00     0.00  __unpack_f
  7.31     25.74     3.08  1173253     0.00     0.00  __muldi3
  6.29     28.39     2.65  1697783     0.00     0.00  _fpadd_parts
  4.08     30.11     1.72  1157417     0.00     0.00  __addsf3
  4.08     31.82     1.72   540366     0.00     0.00  __subsf3
  2.98     33.08     1.25   160178     0.00     0.00  __clzsi2
  2.94     34.32     1.24    38848     0.00     0.00  __ieee754_acosf
  2.61     35.42     1.10    39564     0.00     0.00  ss_planet_getBall3DIntensity
  2.20     36.34     0.93   109362     0.00     0.00  __ieee754_sqrtf
  2.10     37.23     0.88    39564     0.00     0.00  matrice4d_product_v4d
  1.99     38.06     0.84   110523     0.00     0.00  __divsf3
  1.07     38.51     0.45        3     0.15     0.15  altera_avalon_jtag_uart_close
  0.96     38.92     0.41                             __malloc_unlock
  0.94     39.31     0.39   161872     0.00     0.00  __floatsisf
  0.88     39.68     0.37    42014     0.00     0.00  __fixsfsi
  0.85     40.04     0.36                             read
  0.77     40.37     0.33    79340     0.00     0.00  sqrtf
  0.45     40.56     0.19    17954     0.00     0.00  __kernel_cosf
  0.42     40.74     0.18   159962     0.00     0.00  __fpcmp_parts_f
  0.41     40.91     0.17    40923     0.00     0.00  __gtsf2
  0.40     41.08     0.17        9     0.02     4.37  ss_planet_drawBall3D
  0.33     41.22     0.14    38848     0.00     0.00  acosf
  0.28     41.34     0.12    18386     0.00     0.00  __ieee754_rem_pio2f
  0.26     41.45     0.11    22046     0.00     0.00  __kernel_sinf
  0.15     41.51     0.06   118188     0.00     0.00  isnanf
  0.15     41.57     0.06      587     0.00     0.00  matrice4d_product_m4d
  0.13     41.63     0.06    45324     0.00     0.00  ecran2d_setPixel
  0.12     41.68     0.05    39564     0.00     0.00  vecteur4d_init
  0.11     41.73     0.05    80162     0.00     0.00  __ltsf2
  0.11     41.77     0.05    39568     0.00     0.00  fabsf
  0.11     41.82     0.05        1     0.05     0.05  ecran2d_clear
  0.09     41.86     0.04    39424     0.00     0.00  sinf
  0.07     41.89     0.03        1     0.03     0.03  _exit
  0.07     41.92     0.03    39564     0.00     0.00  __lesf2
  0.07     41.94     0.03                             vecteur4d_init_v3d
  0.06     41.97     0.03       10     0.00     0.01  ss_planet_render
  0.04     41.99     0.02      576     0.00     0.00  cosf
  0.03     42.00     0.01       30     0.00     0.00  __nesf2
  0.03     42.02     0.01                             camera3d_setOrientation
  0.03     42.03     0.01      616     0.00     0.00  matrice4d_product_v3d
  0.03     42.04     0.01                             __gesf2
  0.02     42.05     0.01     1738     0.00     0.00  __pack_d
  0.02     42.06     0.01      716     0.00     0.00  matherr
  0.02     42.07     0.01      797     0.00     0.00  __divdf3
  0.02     42.07     0.01                             nan
  0.01     42.08     0.01        9     0.00     0.11  ss_orbit_render
  0.01     42.09     0.01                             matrice4d_init
  0.01     42.09     0.01                             scalbnf
  0.01     42.09     0.00      869     0.00     0.00  __extendsfdf2
  0.01     42.10     0.00      111     0.00     0.00  vecteur3d_normalize
  0.01     42.10     0.00                             __kernel_rem_pio2f
  0.01     42.11     0.00     2535     0.00     0.00  __unpack_d
  0.01     42.11     0.00        9     0.00     0.00  ss_orbit_draw
  0.01     42.11     0.00                             __mcount_record
  0.00     42.12     0.00      278     0.00     0.00  ss_orbit_line_clip
  0.00     42.12     0.00                             floorf
  0.00     42.12     0.00      582     0.00     0.00  memcpy
  0.00     42.12     0.00        9     0.00     0.03  ss_orbit_init
  0.00     42.12     0.00        3     0.00     0.00  std
  0.00     42.12     0.00        1     0.00     0.00  matrice4d_setProjectionMatrix
  0.00     42.12     0.00     1298     0.00     0.00  vecteur3d_init
  0.00     42.12     0.00        1     0.00    40.47  ss_solar_system_iterate
  0.00     42.12     0.00      797     0.00     0.00  __make_fp
  0.00     42.12     0.00                             nios2_pcsample
  0.00     42.12     0.00   148357     0.00     0.00  alt_irq_handler
  0.00     42.12     0.00   148353     0.00     0.00  alt_avalon_timer_sc_irq
  0.00     42.12     0.00   148353     0.00     0.00  alt_tick
  0.00     42.12     0.00      869     0.00     0.00  __make_dp
  0.00     42.12     0.00      797     0.00     0.00  __truncdfsf2
  0.00     42.12     0.00      716     0.00     0.00  __errno
  0.00     42.12     0.00      616     0.00     0.00  vecteur4d_getVecteur3d
  0.00     42.12     0.00      148     0.00     0.00  altera_avalon_jtag_uart_timeout
  0.00     42.12     0.00       81     0.00     0.00  vecteur3d_length
  0.00     42.12     0.00       72     0.00     0.00  __muldf3
  0.00     42.12     0.00       72     0.00     0.00  vecteur3d_sub
  0.00     42.12     0.00       20     0.00     0.00  vecteur3d_add
  0.00     42.12     0.00       20     0.00     0.00  vecteur3d_distance
  0.00     42.12     0.00       10     0.00     0.00  matrice4d_setRotationMatrixXYZ
  0.00     42.12     0.00       10     0.00     0.00  ss_planet_clear
  0.00     42.12     0.00       10     0.00     3.94  ss_planet_draw
  0.00     42.12     0.00       10     0.00     0.00  ss_planet_init
  0.00     42.12     0.00       10     0.00     0.00  ss_planet_swapDisplayBuffer
  0.00     42.12     0.00       10     0.00     0.00  vecteur3d_crossProduct
  0.00     42.12     0.00       10     0.00     0.00  vecteur3d_mul
  0.00     42.12     0.00       10     0.00     0.00  vecteur3d_negate
  0.00     42.12     0.00        9     0.00     0.00  ss_orbit_clear
  0.00     42.12     0.00        9     0.00     0.00  ss_orbit_swapDisplayBuffer
  0.00     42.12     0.00        9     0.00     0.00  ss_planet_updatePos
  0.00     42.12     0.00        9     0.00     0.00  ss_planet_updateSpeed
  0.00     42.12     0.00        6     0.00     0.00  __swrite
  0.00     42.12     0.00        6     0.00     0.00  _write_r
  0.00     42.12     0.00        6     0.00     0.00  alt_release_fd
  0.00     42.12     0.00        6     0.00     0.00  altera_avalon_jtag_uart_write
  0.00     42.12     0.00        6     0.00     0.00  altera_avalon_jtag_uart_write_fd
  0.00     42.12     0.00        6     0.00     0.00  strlen
  0.00     42.12     0.00        6     0.00     0.00  write
  0.00     42.12     0.00        4     0.00     0.00  __sfp_lock_acquire
  0.00     42.12     0.00        4     0.00     0.00  __sfp_lock_release
  0.00     42.12     0.00        4     0.00     0.00  altera_avalon_jtag_uart_irq
  0.00     42.12     0.00        3     0.00     0.00  __sclose
  0.00     42.12     0.00        3     0.00     0.00  __sfvwrite_r
  0.00     42.12     0.00        3     0.00     0.15  _close_r
  0.00     42.12     0.00        3     0.00     0.15  _fclose_r
  0.00     42.12     0.00        3     0.00     0.00  _fflush_r
  0.00     42.12     0.00        3     0.00     0.00  _puts_r
  0.00     42.12     0.00        3     0.00     0.00  alt_find_dev
  0.00     42.12     0.00        3     0.00     0.00  alt_get_fd
  0.00     42.12     0.00        3     0.00     0.00  altera_avalon_jtag_uart_close_fd
  0.00     42.12     0.00        3     0.00     0.15  close
  0.00     42.12     0.00        3     0.00     0.00  fclose
  0.00     42.12     0.00        3     0.00     0.00  memcmp
  0.00     42.12     0.00        3     0.00     0.00  open
  0.00     42.12     0.00        3     0.00     0.00  puts
  0.00     42.12     0.00        2     0.00     0.00  alt_alarm_start
  0.00     42.12     0.00        2     0.00     0.00  alt_ic_irq_enable
  0.00     42.12     0.00        2     0.00     0.00  alt_ic_isr_register
  0.00     42.12     0.00        2     0.00     0.00  alt_iic_isr_register
  0.00     42.12     0.00        1     0.00     0.00  __call_exitprocs
  0.00     42.12     0.00        1     0.00     0.00  __sinit
  0.00     42.12     0.00        1     0.00     0.00  __smakebuf_r
  0.00     42.12     0.00        1     0.00     0.00  __swsetup_r
  0.00     42.12     0.00        1     0.00     0.00  _cleanup_r
  0.00     42.12     0.00        1     0.00     0.45  _fwalk
  0.00     42.12     0.00        1     0.00     0.00  alt_avalon_timer_sc_init
  0.00     42.12     0.00        1     0.00     0.00  alt_dcache_flush_all
  0.00     42.12     0.00        1     0.00     0.00  alt_dev_llist_insert
  0.00     42.12     0.00        1     0.00     0.00  alt_icache_flush
  0.00     42.12     0.00        1     0.00     0.00  alt_icache_flush_all
  0.00     42.12     0.00        1     0.00     0.00  alt_io_redirect
  0.00     42.12     0.00        1     0.00     0.00  alt_irq_init
